bilayers,PF,$\overline{EA}_{int}$,"$\overline{N}_{p, v}$",$\overline{Gr}_{int}$,A,$\overline{\alpha}_{int}$,d$_{layer}$,"$\overline{M}_{int, NN}$",$\rho$,"$\overline{C}_{int}^{p, g}$","$\overline{MV}_{int, NN}$","$\overline{AM}_{int, NN}$",Y_vdw
BMDS_Sc2S2-Sc2S2_654,2.0619173195,917.0783443562,2,73.3662675485,21.0259965287,88.9565994026,2.07759,6537.1178542399,12.3540960114,3.246457339,5.95642384659351E-06,59.1098261463,0.784875
BMDS_TeCrSe-SeCrTe_283,3.0537091264,653.3563632032,2.6666666667,53.6087272372,9.7220853546,96.8307635722,3.28042,5649.0196326183,44.6575228303,1.0755250902,3.050671634341E-05,90.3437725219,2.294001
BMDS_SeHfS-SeHfS_210,2.337687267,711.8165438221,2.6666666667,57.6661503856,11.2494017499,87.0398457382,3.24007,7441.8887899476,42.963822393,1.8543271483,1.07132895013218E-05,443.2274380652,1.558857
BMDS_HfCl2-HfCl2_498,2.4590262978,1166.4819143985,3.3333333333,56.8200359449,9.6743970326,48.7983838115,3.45033,7802.393641753,42.4739844955,1.6009880716,0.0368247311,478.0804400854,1.753105
BMDS_ZnTe2-ZnTe2_723,2.7495214068,658.6499285097,2.6666666667,55.4069340492,11.9917801465,131.5914683668,4.01896,103.8187426747,43.9657973982,0.6995125424,3.90895919716993E-05,213.0206152855,1.775583
BMDS_BaI2-BaI2_367,2.7414588686,1535.533235581,3.3333333333,88.4284044881,23.4326462566,171.1349710387,3.56685,3189.4044830504,27.5553582394,1.1131575624,6.98896495706832E-05,50.5966523797,0.531859
BMDS_CuBr2-CuBr2_679,1.669998996,1200.0163776428,3.3333333333,62.847438139,13.6671538857,77.6350706423,3.04422,4036.9127661571,26.8744744516,1.7523344516,0.000068341,60.4740231222,1.249107
BMDS_CaBr2-CaBr2_484,2.51350777,1335.888498555,3.3333333333,69.9633532823,14.6679644022,86.4253187605,3.51502,3494.8752710193,22.444808705,1.9507429092,1.01652636827811E-06,163.9035592836,0.900361
BMDS_Tl2O2-Tl2O2_613,4.9310465657,511.5896328908,2.5,58.0527242997,11.401059044,19.2299649243,4.58225,1894.6957893303,60.8906551999,3.3307750567,0.0405599872,683.5124130747,1.289867
BMDS_Ni2Te2-Ni2Te2_609,2.9409761273,794.3330422182,2,66.8208658017,15.1047975432,158.6995562791,3.1223,4198.6055765703,41.7331219479,0.8436134307,5.78793986966481E-05,283.8688197294,2.460275
BMDS_Bi2Ta-Bi2Ta_371,4.8224203555,308.1555843443,2,50.6834842672,9.8872543416,162.1871496549,4.57728,9277.104960261,101.8581302528,0.412225672,3.53703142205754E-05,94.7189848479,3.410384
BMDS_SeMoTe-TeMoSe_315,3.0277213169,653.9785456229,2.6666666667,55.013968086,10.2384652913,130.6581742044,3.48211,7472.7535875082,49.6451125897,0.6945513471,0.000038221,106.467500925,2.49759
BMDS_Re2Se2-Re2Se2_648,2.2811095066,753.1973673978,2,61.8008096326,14.9195084049,111.627712399,3.24734,11452.4625350486,60.2291380753,1.2398787433,2.9065693280351E-05,414.246964417,2.349132
BMDS_IAsSe-SeAsI_111,1.7054366743,766.560399456,4,62.8972635451,13.3831080103,113.6081822783,3.34887,2342.9230670551,32.8104344073,1.2618763499,1.29843538430924E-05,15.8752693188,1.361003
BMDS_BrSbS-BrSbS_219,1.8042952451,1018.2385691966,4,64.0523690116,13.0505580011,78.4156275172,3.57125,2238.7273459995,30.0168064904,2.2942393991,1.79540731320404E-05,255.3379756317,1.154018
BMDS_BrSbTe-BrSbTe_57,1.8602354265,1090.6459076987,4,69.9131992115,15.5480261597,124.9963258629,3.51378,1735.3303477001,33.2007109101,1.4321612929,2.05438876591962E-05,99.5744036224,1.115245
BMDS_ZrS2-ZrS2_468,2.099168881,737.0136554974,2.6666666667,58.9610924398,11.7604039961,71.4903245832,2.89699,6410.6921782475,22.5860438311,2.6090283405,8.65622538381696E-06,218.0049542279,1.362253
BMDS_TeWSe-TeWSe_240,2.7847735049,661.2429192223,2.6666666667,54.9319143695,10.2078869013,114.8420334786,3.49251,10597.293257923,64.0843143837,0.8977934755,3.04425802946229E-05,277.7760996766,2.655292
BMDS_SeBiCl-ClBiSe_335,1.9891755889,1407.6804216843,4,68.5689603686,14.0894690358,58.8886365518,3.55947,1503.6769662003,38.5400107103,1.9320312951,0.0444070012,699.9172596154,1.019242
BMDS_HfSe2-HfSe2_400,2.330958823,734.9120285073,2.6666666667,60.3004741339,12.3006135675,108.9177314044,3.1467,7582.7846223425,45.9468840489,1.2097782623,1.12498072056124E-05,375.1066369094,1.54644
BMDS_HfTe2-HfTe2_503,2.8689771727,743.5518720633,2.6666666667,62.5490533807,13.2352228478,148.5540017792,3.70009,6971.6393034983,53.5450037167,0.7896817989,2.75567673300435E-05,201.6640120732,1.762446
BMDS_Li2Zr-Li2Zr_515,4.8126970287,183.2820677393,0,3.0752024788,8.1899014129,504.6791668098,4.99879,5148.8422623583,20.4180978464,11.0153752792,3.20128578047973E-06,259.1872905247,2.652969
BMDS_MoH2-MoH2_516,2.0805767413,199.701787806,0,2.7431564259,6.5165184432,12.3634060116,2.34123,7905.7493878968,26.2326187405,39.2381095162,0.0307251817,260.4136001398,1.7702
BMDS_PbTe-PbTe_750,2.4481868802,488.3610327146,3,65.0281002283,16.2761182551,184.2462839802,1.68853,264.5559877622,37.8883533824,0.7196443092,4.718872473234E-06,174.0487940627,0.700905
BMDS_IBiS-SBiI_264,2.2902558858,817.6880402258,4,65.4150432181,14.4758560883,79.3157399019,3.77995,637.9602089842,42.6105448278,2.8946156624,2.0474908527254E-05,723.3080335588,1.217352
BMDS_TeAsBr-BrAsTe_348,1.8872370759,1257.5749145508,4,65.8619024873,12.9988316549,81.3588207196,3.63364,3193.1400017646,36.5200483764,1.8363848105,4.85363479035511E-05,19.3029613501,1.253209
BMDS_SbSe2-SbSe2_438,1.9827632969,756.1582040842,3.6666666667,62.0437500787,13.0225101726,112.0665235797,3.35418,1589.0179942032,36.0951404533,1.244752736,6.96441094633453E-06,165.9670314605,1.40298
BMDS_TeHfS-TeHfS_224,2.6383432742,725.411056033,2.6666666667,59.4903992646,11.9727071193,106.7109036809,3.38234,7252.2143038535,47.3598766276,1.6917582291,1.86074814449882E-05,368.1163657371,1.697509
BMDS_IBiTe-TeBiI_106,2.2362712655,841.0775559061,4,70.7531067008,16.9350898753,168.0386284145,3.77489,788.2780500306,42.8719984345,0.8932579721,4.06388156612903E-06,362.9453068917,1.209918
BMDS_BrSbS-BrSbS_56,1.5972800053,1046.2298114124,4,65.8131600774,13.7782481096,80.5712626402,3.31289,2300.2696616148,26.5728377665,2.3573077337,1.8447628203517E-05,262.357182465,1.083586
BMDS_BiCrAs-BiCrAs_17,3.5027845297,279.5943135495,2,49.5734598492,9.4591371598,128.8909956079,3.57456,4503.914072166,55.7865787261,0.7452543464,3.28672038800196E-05,297.2917082259,2.616904
BMDS_ZnSe2-ZnSe2_722,2.3315946829,611.9725103156,2.6666666667,50.2131290515,9.8491052313,90.6974643493,3.79552,623.5215299974,37.5170094811,1.0074009016,2.26712277667685E-05,42.5870100768,2.031388
BMDS_MgBr2-MgBr2_405,2.1012662708,1258.2444540131,3.3333333333,65.8969677086,13.0128073974,81.4021365813,3.01302,2547.4992457715,23.9007160777,1.8373625114,4.506577332827E-05,215.5179710372,1.162413
BMDS_SWTe-TeWS_334,2.6780117968,639.6031021493,2.6666666667,53.8046773627,9.7931252298,127.7861087365,3.38764,9995.3621695192,58.7770787569,0.6792840517,3.66510736610178E-05,191.4622629991,2.556053
BMDS_PbS2-PbS2_701,2.1034511845,787.012430131,3.3333333333,62.9609944105,15.4846407789,76.3402057227,3.19848,835.2169414765,28.8880390073,2.7860240027,7.52383883205237E-06,689.167109755,0.939806
BMDS_SnI2-SnI2_443,1.9405594376,1351.2530437829,4,77.8160628195,18.1456603712,150.596968633,3.68828,541.1878298321,33.5698647877,0.9795669084,4.32565760967071E-05,40.6932234391,0.892686
BMDS_BiZrSb-SbZrBi_129,4.4309609447,344.9546455832,2,50.1387566255,9.6760985361,143.7311023263,4.96685,4092.0579090685,68.1968967415,0.6919148414,1.39385743418793E-05,102.0691381543,2.984188
BMDS_SBiCl-ClBiS_125,1.6804659343,1419.2304511786,4,69.1315692551,14.3215524589,59.3718183015,3.18386,1516.0146481358,30.2160621723,1.9478836278,0.044771361,705.6600865153,0.911416
BMDS_WAs2-WAs2_462,2.7763093031,242.9190587681,2,46.7152036092,8.3994434051,93.4304072185,3.76787,8112.8736934722,66.7470729751,1.0246201325,1.09998732765236E-05,339.2096821862,3.489772
BMDS_SeSbCl-ClSbSe_342,1.7701786126,1368.7928485003,4,66.6747232794,13.3217865959,57.2618211694,3.52774,2871.6411112175,29.7571692716,1.8786583795,0.0431927447,338.4997260043,1.025571
BMDS_BrZrI-IZrBr_310,2.8431372232,1092.9031721697,3.3333333333,62.9381908092,11.8701454687,121.8039104485,3.76336,6446.1665251465,42.0477790078,0.7922807549,4.32348348394228E-05,134.6729193457,1.743332
BMDS_TeHfSe-SeHfTe_88,2.4313737692,754.6668709501,2.6666666667,61.9213842831,12.9711318773,111.8455003613,3.33301,7786.6140735983,46.4569305656,1.2422977722,1.15522082553136E-05,385.189711106,1.643275
BMDS_AsCrBi-BiCrAs_137,3.5027845297,301.4066358831,2,49.5734598492,9.4591371598,158.6350715174,3.57456,5405.4900619568,55.7865787261,0.4031974734,4.65593934903686E-05,518.816992867,2.249108
BMDS_ScS2-ScS2_440,2.1807346797,748.4977318886,2.6666666667,59.8798185511,12.1297758032,72.6042799932,2.72741,5335.4415324483,15.4698829175,2.6496819709,4.86149276861645E-06,48.24404706,1.174045
BMDS_AsTe2-AsTe2_474,2.5247849879,703.030899081,3.6666666667,59.1403490289,11.8321293769,140.4583289436,3.91709,1357.7884882672,47.1422725262,0.7466469065,2.72304344559923E-05,192.1429280959,1.65079
BMDS_SbWBi-BiWSb_108,3.8635128305,307.3788711802,2,50.5557353915,9.8377104373,161.7783532527,4.14623,10618.7266616265,82.0538036912,0.4111866479,3.98311787237674E-05,84.7327606691,3.291566
BMDS_TeHfSe-TeHfSe_28,2.4313737692,745.3786633077,2.6666666667,61.9213842831,12.9711318773,129.4543940168,3.33301,7344.1470820305,46.4569305656,1.0120276244,1.94162240592658E-05,292.4150295822,1.652296
BMDS_ZrS2-ZrS2_725,1.5176670926,783.682553916,2.6666666667,62.6946043133,15.354133331,76.0172077299,2.85762,6816.6275904722,16.3293652956,2.7742362409,9.20435159574342E-06,231.8093810356,0.932084
BMDS_W2S2-W2S2_663,2.0849720587,749.9402960782,2,59.9952236863,14.0602816504,72.7442087196,3.24558,12398.9129031201,51.5703717021,2.6547886481,2.55354670814627E-05,569.1109421863,1.866203
BMDS_SAsCl-ClAsS_140,1.2055081211,1274.0655625956,4,62.0605001837,11.5414718712,53.2990178049,3.0157,3352.7272569851,19.3335126634,1.7486458581,0.040222206,144.0847680913,1.107234
BMDS_TiS2-TiS2_713,1.4426191801,735.7279724106,2.6666666667,58.8582377928,13.5323951591,71.3656133238,2.70726,5711.603395418,13.5012475228,2.6044770223,2.11117141683222E-05,58.1298671002,1.069583
BMDS_AuTe2-AuTe2_476,2.5780836594,733.0181589451,2.6666666667,61.6629366095,12.8627075285,146.4494744475,3.47181,2368.897327859,58.1403437594,0.7784945747,3.9460425496524E-05,270.0142915458,2.166323
BMDS_TiTe2-TiTe2_459,2.8301365012,713.8569853842,2.6666666667,60.0510608104,12.1992519796,142.6212694248,3.48776,4572.6630892376,41.3048604324,0.7581446427,3.68863641028177E-05,296.6428574254,1.747706
BMDS_GaP-GaP_736,1.1955462601,196.5324033,2,54.5382288642,13.1422203233,146.0845416006,0.39438,28.0287540484,14.9279352538,2.2243806201,1.00934679276549E-05,75.4754549252,0.572523
BMDS_WH2-WH2_561,1.6506115204,200.4380696525,0,2.7532701875,6.565162131,12.4089887352,2.34276,10134.7600276145,48.8088961558,39.3827767625,0.0308378651,503.3861702544,2.411873
BMDS_BrBiSe-BrBiSe_186,2.0952103808,1059.7894644965,4,67.3076449738,14.4109286311,101.7773177028,3.71498,671.0368241327,42.8046491233,1.6215023562,1.88155462085835E-05,528.4604675226,1.170456
BMDS_SBiBr-BrBiS_322,2.0229257545,1297.4422536133,4,67.9498407623,13.8359698712,83.9380385887,3.60298,1113.5779786096,38.8977131619,1.8946014424,1.69554837949099E-05,515.9247544803,1.069359
BMDS_ZnBr2-ZnBr2_464,1.8888414747,1233.5600146479,3.3333333333,64.6041905392,12.5071223109,79.8051765484,2.96979,1622.2492269035,30.6497343665,1.8013168421,6.25102547163985E-05,55.1567777344,1.321958
BMDS_SnO-SnO_751,1.6241895609,417.583615702,3,50.4531150667,9.7978933406,98.0472202796,1.00806,757.267621741,26.5681798624,1.925627225,0.0188017923,172.7356573456,0.542097
BMDS_NiCl2-NiCl2_699,1.1287121636,1422.5344995146,3.3333333333,69.2925114377,16.6137974823,59.5100392347,1.59702,6343.9332236232,13.0009566851,1.9524184105,0.0449358268,95.7060015917,0.948041
BMDS_AsVSb-SbVAs_162,3.0131312494,337.0538055647,2,48.9903787158,9.2378546554,140.439085652,3.68366,4177.9648173884,42.0748029964,0.6760672263,0.000032141,231.2950090057,2.784797
BMDS_AsTiSb-SbTiAs_172,3.0520941065,349.5141412496,2,50.8014740188,9.933219987,145.6308921873,3.81332,3512.8203254544,40.4574330021,0.7010603415,2.56039429054928E-05,250.2582213116,2.130082
BMDS_WSb2-WSb2_463,3.8356539358,341.7906085424,2,49.6788675207,9.4992964584,142.4127535593,4.08599,9244.3099067419,75.9347424406,0.6855683718,2.85852203714108E-05,205.6042730457,3.275496
BMDS_TeCrS-TeCrS_193,2.9580259843,638.3067654024,2.6666666667,52.3470438054,9.269686553,93.897509826,3.17511,5314.8280744671,38.2553941089,1.4886190582,3.639591805084E-05,155.1427331558,2.298118
BMDS_TiSb2-TiSb2_458,4.1958242718,331.5461001937,2,48.1898401444,8.9382584753,138.144208414,4.56475,3332.2310663074,54.8194002887,0.665019794,2.42876794327952E-05,237.3927905195,3.21519
BMDS_ClSbSe-SeSbCl_87,1.5629807054,786.2302339646,4,64.5111986843,14.0785412561,116.5233526235,3.24973,1652.2124373026,26.2741178135,1.2942559236,7.24138205230954E-06,172.5674564804,1.048162
BMDS_TeTaSe-SeTaTe_92,2.5773616635,702.4400805997,2.6666666667,57.6361091774,11.237707974,104.1052222017,3.47077,10071.910078752,54.1366184928,1.1563244404,1.97583786773802E-05,367.3866086984,2.271795
BMDS_BiTiAs-AsTiBi_95,3.1265526667,271.8748689145,2,52.2836286374,10.5216300426,104.5672572748,3.83946,2966.2245313624,49.1824671044,1.1467542548,0.000008578,94.3008439556,2.675768
BMDS_Zr2Se2-Zr2Se2_617,3.4431266899,700.8821565511,2,57.5082795119,11.1880949185,103.8743298683,5.9873,5873.0330451516,44.2901780808,1.1537598577,8.53279097257638E-06,44.0800962459,2.846833
BMDS_CuI2-CuI2_681,2.0915913369,1157.1592784796,3.3333333333,66.6385763352,15.3654925459,128.9652447899,3.31641,3805.9250903163,33.1058114177,0.8388620786,7.27732452742978E-05,251.0863157985,1.273893
BMDS_Sn2O2-Sn2O2_657,1.0589436606,413.4161764294,3,53.9406008389,14.844699861,204.2037031758,2.35661,1734.8838389808,17.3219963461,0.8746083136,0.0430745018,395.7336768944,0.787711
BMDS_CaI2-CaI2_380,2.625649491,1343.2124878394,3.3333333333,77.3530226737,17.9303630176,149.7008497626,3.52919,3313.2119682258,27.0228467361,0.9737380501,7.64429871128108E-07,398.2406617909,0.915854
BMDS_AsWSb-SbWAs_173,3.0640238507,333.7351761441,2,48.5080197884,9.056621506,139.0563233934,3.89021,9026.4369995815,65.7482716931,0.6694106731,2.79115145862339E-05,200.7585245642,3.404856
BMDS_Al2Te2-Al2Te2_574,2.3524142301,786.0145991651,2.5,66.1211019277,14.7901919188,157.0376170782,5.10168,871.1868435857,30.6902053183,0.8347789118,4.32225378163399E-05,412.9386792449,1.462053
BMDS_VSb2-VSb2_559,4.1013896617,331.00713012,2,48.1115014709,8.9092188014,137.91963755,4.21206,4103.0129941091,55.945709906,0.6639387203,3.15643523983582E-05,227.1456244612,3.130195
BMDS_Tl2S2-Tl2S2_587,4.1814665687,815.5078885928,2.5,65.2406310874,14.3987495784,79.1042651935,5.28531,769.1870405207,49.8721423104,2.8868979256,3.42513313208977E-06,702.6346649945,1.610975
BMDS_FeS2-FeS2_683,1.6556203948,693.1434489394,2.6666666667,55.4514759152,12.0110316518,67.2349145471,2.31595,4930.4679809957,16.5984423369,2.4537278092,3.21271988583412E-05,82.4147560789,1.287431
BMDS_ZrTe2-ZrTe2_727,1.9695787774,820.0791189829,2.6666666667,68.9866766757,18.5904682632,163.8433571049,3.47255,6059.3585124681,29.3625507193,0.870956793,2.77585140274025E-05,153.8424448206,1.049187
BMDS_SBiCl-ClBiS_350,1.9095900808,1378.0736145135,4,67.1267949763,13.5027491841,57.6500709796,3.45262,1472.0511274803,34.3358894872,1.8913961643,0.0434730182,685.1963648571,0.97233
BMDS_STiTe-TeTiS_170,2.2970515606,684.3103362185,2.6666666667,57.5655382728,11.2101758779,136.718153398,3.10877,4383.3998687089,29.1276509787,0.7267649207,3.53596318840969E-05,284.3647644525,1.647121
BMDS_ClTiBr-BrTiCl_249,2.2494944358,1097.2967351858,3.3333333333,57.4677895815,9.8965660591,70.9896224242,3.27205,5662.9435945261,27.6465767272,1.6023371919,5.06696881198376E-05,108.2997396955,1.799905
BMDS_SnSe-SnSe_753,1.6088874931,591.7219778353,3,58.7219958156,13.2724621383,160.3110485766,1.5604,21.6879904546,27.5904157289,1.0726551236,2.8578037963599E-07,77.8066444557,0.685588
BMDS_SbZrBi-SbZrBi_206,4.7735471091,323.9623440654,2,49.994188899,9.6200158757,151.6490396603,5.00113,4679.1561158116,73.4696386074,0.5482696049,1.92094338479533E-05,247.1252752628,3.096341
BMDS_BiTiSb-SbTiBi_336,4.5092877725,337.2365196362,2,49.0169359936,9.247711892,140.5152165151,4.66876,3389.4230900879,68.4418327168,0.6764337167,2.4704535740792E-05,241.4672300918,3.165907
BMDS_STiSe-SeTiS_316,2.1967012278,667.0632373864,2.6666666667,54.7333938368,10.134191201,98.8621926178,3.11776,4949.9513051185,26.28121554,1.0980887139,1.97177051297187E-05,106.3640884105,1.68615
BMDS_ZnCl2-ZnCl2_718,1.3624144621,1300.0449078255,3.3333333333,63.3259697222,13.876269551,54.3858328202,2.72364,1941.0527236955,16.5060063607,1.7843023233,0.041056979,111.5170326807,0.897893
BMDS_PdO2-PdO2_426,1.7407844992,435.2958551088,2.6666666667,49.3952743386,8.2538494603,16.3621846247,1.94779,5474.3856388068,30.0760006218,2.8340538652,0.0345370215,279.1468964288,1.583802
BMDS_SbMoAs-SbMoAs_184,3.7148341828,286.1496785279,2,47.3757745907,8.6386742624,115.2810515041,4.06782,5998.1204855309,56.5663566664,0.8464471727,1.98930877506391E-05,73.966849353,2.766243
BMDS_TeTiS-TeTiS_50,2.2970515606,701.9397823145,2.6666666667,57.5655382728,11.2101758779,103.2581842769,3.10877,4984.779851353,29.1276509787,1.6370199946,2.80038354466695E-05,170.6089645946,1.644942
BMDS_TeHfS-TeHfS_58,2.3513384067,741.7235483937,2.6666666667,60.8281741379,12.5172219761,109.1105373598,3.19292,7415.2965858861,42.2079635882,1.729801202,1.90259123420613E-05,376.3942867227,1.590419
BMDS_BrSbS-SSbBr_116,1.5972800053,797.7352736656,4,63.8188218932,13.7782481096,77.3803215456,3.31289,2055.8435737636,26.5728377665,2.8239828688,7.2633796667253E-06,357.7643268572,1.087607
BMDS_TeBiCl-ClBiTe_323,2.1882216144,1461.2260207303,4,71.1771987175,15.181527701,61.1286530162,3.69098,1560.8740989348,41.1640085973,2.0055222462,0.0460961626,726.5408372197,1.014308
BMDS_CuLi2-CuLi2_493,5.3493568988,166.2116859475,0,2.788786677,6.735496571,457.6747535244,4.02623,2521.286258916,19.1869901311,9.9894338769,1.63032469135725E-05,157.8592698499,3.821487
BMDS_FeI2-FeI2_390,2.7381246855,1139.9672816485,3.3333333333,65.6485223172,12.9146317089,127.0491990726,2.77259,5499.608415175,40.8305243611,0.8263990456,7.18233450927499E-05,277.0946893451,1.365281
BMDS_SbVBi-SbVBi_205,4.3706010389,318.7025756979,2,49.1824962497,9.310204395,149.1869052907,4.27012,4783.5223735747,68.8503019229,0.5393680422,3.74918168911311E-05,375.1926072404,3.160235
BMDS_Rb2Br2-Rb2Br2_644,2.5620031846,2167.9781162993,2.5,113.5416758382,44.6078368255,140.2573642708,1.13573,311.6385055654,11.5843333294,3.1658090793,0.0002015565,37.1601868252,0.381591
BMDS_FeO2-FeO2_682,1.5028266259,425.5783064643,2.6666666667,48.2925737832,9.1100646584,15.9969150657,1.72894,5300.7136298767,16.4778289324,2.7707864208,0.0337713289,120.265411121,1.051318
BMDS_AsTaSb-SbTaAs_161,2.9692086776,353.4226453583,2,51.3695705463,10.1567147236,147.259435566,3.82149,8171.9397752614,58.3470637355,0.7089000735,2.49347895431595E-05,202.6971336357,2.679678
BMDS_BrZrCl-ClZrBr_337,2.5043776476,1218.2234589806,3.3333333333,59.3403977154,10.5518581992,50.9629298026,3.54101,6829.0325935522,32.8424559278,1.6720029709,0.0384560299,194.6749012344,1.674678
BMDS_BrSbTe-TeSbBr_251,2.1117708626,782.9909569307,4,65.8667471656,14.6763207451,156.4335245182,3.82003,745.6115779142,37.6900111234,0.831567683,9.33661141071926E-06,21.1782175496,1.17805
BMDS_SbWAs-SbWAs_185,3.4470224252,285.9685596521,2,47.3457880219,8.6278848535,115.2080841866,4.07449,8516.2762746468,73.9667110901,0.8459114127,1.91955606570022E-05,269.868466616,3.528144
BMDS_CdCl2-CdCl2_675,1.4304756556,1424.0306368177,3.3333333333,69.365389186,16.6490760707,59.5726283597,2.93732,1724.423575163,18.1615771457,1.9544718482,0.0449569532,314.0130365278,0.710374
BMDS_ClHfI-IHfCl_312,2.8469183057,1053.6655351017,3.3333333333,60.6785707884,11.0333438641,117.430881114,3.65731,7563.9407815407,51.5108276388,0.7638361264,4.38634680246104E-05,181.6430863189,1.787472
BMDS_CuSe2-CuSe2_387,2.358348315,663.5916252494,2.6666666667,54.4485436102,10.0293241642,98.3476818959,2.99593,2939.4386571368,37.6309381542,1.0923739062,3.15154976483835E-05,52.4543657005,1.929713
BMDS_BiWAs-BiWAs_36,3.3589203337,279.6164044039,2,49.5773766674,9.4605815006,128.9011793351,3.93035,9511.5849715533,77.1086385037,0.7453132292,2.53670910614608E-05,221.5427874391,3.257263
BMDS_ISbSe-ISbSe_235,2.1721487671,993.6475225264,4,66.8918160819,14.2335877894,125.2701282989,3.86007,1878.4640873122,38.57457234,1.0844582304,1.88594380856498E-05,98.5944828553,1.259217
BMDS_ClSbSe-ClSbSe_222,1.7701786126,1066.7955724701,4,64.7137020065,13.3217865959,85.3044253722,3.52774,2239.4078528272,29.7571692716,1.5688170183,0.0215998943,253.1815734833,1.078315
BMDS_SnSe2-SnSe2_708,1.6093526124,771.8823447508,3.3333333333,63.3339359796,15.6688026531,114.3969218631,3.30657,43.8587506658,28.9779020535,1.2706370906,5.77922165813405E-07,157.3452471992,1.032701
BMDS_As2-As2_755,1.3451206866,281.3682108924,3,54.1092713255,11.2691216679,108.2185426509,1.39751,0,26.2684992834,1.1867966844,0,0,0.751774
BMDS_BSb-BSb_732,1.5675136055,242.8338298221,2,52.3429348346,12.106027539,118.7062986428,0,2699.81119096,22.4912225247,2.3049585233,2.5780764796589E-05,207.4070098917,0.598398
BMDS_Bi2Te2-Bi2Te2_577,2.3341972062,996.1143349665,3.5,83.7951070424,23.7532583521,199.0133792257,4.05767,933.5822363361,45.5334705699,1.0579132264,0.000004813,429.8474266313,1.141953
BMDS_PdTe2-PdTe2_534,2.5199808392,769.7118750944,2.6666666667,64.7496845505,14.1827918646,153.7805008075,2.86822,4473.3533628318,43.8838585844,0.8174647675,4.69394744438484E-05,82.8978070735,2.06287
BMDS_IHfCl-ClHfI_252,2.8469183057,1245.6953650085,3.3333333333,60.6785707884,11.0333438641,52.1121843241,3.65731,8332.2385675523,51.5108276388,1.7097079652,0.0393254248,510.5459252857,1.715694
BMDS_Bi2Se2-Bi2Se2_576,2.1993222004,959.3900406129,3.5,78.7191828195,20.9630153485,142.1865239678,3.82266,247.9654258815,44.6948198232,1.5793036053,2.45161054993543E-05,639.6937273667,1.243083
BMDS_PbO-PbO_747,2.6176748071,319.2339861396,3,54.3839840102,11.3841542569,94.8094121244,0.92434,989.444077086,38.2963533646,1.8998138414,0.0202629794,346.608345771,0.524585
BMDS_Sb2Se2-Sb2Se2_585,1.8967835268,939.8571411124,3.5,77.1164833733,20.1180169198,139.2916480931,3.48932,1975.0495347952,33.0293649781,1.5471494477,8.65632525865607E-06,206.2865930237,1.189073
BMDS_Sb2-Sb2_759,1.9153768521,425.0719617176,3,61.7837153659,14.690609185,177.1133173823,1.6447,0,30.3260156959,0.852615272,0,0,0.655515
BMDS_ClBiS-SBiCl_290,1.9095900808,789.7269997212,4,63.1781599777,13.5027491841,76.603518973,3.45262,616.1450051825,34.3358894872,2.795633579,1.97747640730189E-05,698.5743402324,1.059281
BMDS_BiNbAs-AsNbBi_94,3.2807434324,271.160379624,2,52.1462268508,10.4663728133,104.2924537016,3.88995,5770.8491048191,56.5535253298,1.1437405756,7.79064629150578E-06,62.5226307111,2.745095
BMDS_Zn2Se2-Zn2Se2_664,1.1126626211,799.5983883315,2,65.6080728887,16.8142527495,118.5045816553,2.99111,814.6882450959,15.9947878935,1.3162619623,0.000029622,55.6438468188,1.546119
BMDS_Ga2Se2-Ga2Se2_601,2.2808951818,744.2536854496,2.5,61.0669690625,12.6155710127,110.3022128692,4.82089,729.3304448849,36.1603268349,1.2251560668,1.7465153151883E-05,35.2547245769,1.841081
BMDS_InI2-InI2_504,2.3773615426,1253.3382207003,3.6666666667,72.1773365579,15.6112139928,139.684374868,4.09806,182.1416316668,37.7133191347,0.9085852955,4.23808337365522E-05,54.2688656402,1.117456
BMDS_BrBiS-SBiBr_262,2.0229257545,799.4098913206,4,63.9527913056,13.8359698712,77.5427594581,3.60298,623.6995972083,38.8977131619,2.8299110153,2.00172236786678E-05,707.1396034347,1.160683
BMDS_BrBiSe-SeBiBr_83,1.8562227232,816.7560557245,4,67.0158814953,15.1928929094,121.047435951,3.4621,211.1000267103,37.9221881908,1.3445061225,2.08712585932062E-05,544.5894823986,1.147785
BMDS_BrBiS-SBiBr_103,1.7895367306,821.476848601,4,65.7181478881,14.6104670908,79.6832543143,3.35116,640.9162372785,34.410005549,2.908028044,2.0569780288969E-05,726.6595263049,1.08075
BMDS_CoO2-CoO2_678,1.336774683,434.3243201365,2.6666666667,49.2850292353,9.4884057325,16.3256659342,1.6091,5277.1945053745,16.6602233895,2.8277285524,0.0344668075,131.5109398859,0.839237
BMDS_BrAsSe-SeAsBr_242,1.6122333434,724.8958822753,4,59.4786364944,11.9679509394,107.433287168,3.50609,2215.5792094158,32.748496679,1.1932901447,1.22786210213094E-05,15.0124078512,1.367925
BMDS_Nb2S2-Nb2S2_634,2.2774892204,779.2901201908,2,62.3432096153,15.1821976277,75.5911416585,3.21295,9202.013597237,27.8689002609,2.7586870255,2.15045108666651E-05,237.0655095929,2.260243
BMDS_Ni2S2-Ni2S2_637,2.0851312002,758.3328671278,2,60.6666293702,14.3767123321,73.5582881114,2.28541,5079.4652105954,21.6799132551,2.6844983496,3.7044560559193E-05,101.8751957028,1.787504
