bilayers,density,packing_fraction,mean_wt_CN_3,std_dev_wt_CN_3,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,min_MeanBondLength,max_MeanBondLength,mean_BondLengthVariation,lattice_constant,Area,static_dielectric_constant,layer_thickness,avg_surf_NN_thickness,mean_surf_Z,mean_surf_period,mean_surf_group,mean_surf_mass,mean_surf_kai_P,mean_surf_kai_A,mean_surf_EA,mean_surf_IE1,mean_surf_Rvdw,mean_surf_Rcov,mean_surf_MP,mean_surf_BP,mean_surf_Cp_g,mean_surf_Cp_mol,mean_surf_rho,mean_surf_E_fusion,mean_surf_E_vapor,mean_surf_Thermal_Cond,mean_surf_Ratom,mean_surf_Mol_Volume,mean_surf_Elemental_polarizability,mean_surf_Z_NN,mean_surf_period_NN,mean_surf_group_NN,mean_surf_mass_NN,mean_surf_kai_P_NN,mean_surf_kai_A_NN,mean_surf_EA_NN,mean_surf_IE1_NN,mean_surf_Rvdw_NN,mean_surf_Rcov_NN,mean_surf_MP_NN,mean_surf_BP_NN,mean_surf_Cp_g_NN,mean_surf_Cp_mol_NN,mean_surf_rho_NN,mean_surf_E_fusion_NN,mean_surf_E_vapor_NN,mean_surf_Thermal_Cond_NN,mean_surf_Ratom_NN,mean_surf_Mol_Volume_NN,mean_surf_Elemental_polarizability_NN,Y_Corr
BMDS_IBiSe-SeBiI_248,46.3558243762,2.3567299839,0.7236911755,0.390759687,2,4,10,0.7333867279,1.141937998,0.2880212145,4.1637875737,15.0143646648,4.366696,3.90135,2.8988746326,141.5687775045,16.6551502946,66.6206011786,328.7726668163,10.6176583128,10.1346589543,811.9385768639,3918.124106815,7.91119639,4.9132693369,2056.9110613885,3988.9084955672,1.3365758111,105.6061442308,20.0652923175,22.4844528978,109.5908889388,0.0849412665,428.8701200871,6.82236593944355E-05,120.3334608788,204.0255911094,8.3275751473,4.1637875737,541.3773258424,2.206807414,1.7654459312,432.201150146,990.9814425313,0.7078438875,1.3324120236,209.8548937125,3659.969277248,0.8285937272,0.6537146491,20.6565501529,22.9008316551,635.7270867466,0.2427488155,166.5515029464,2.07481534795528E-05,79.5283426569,0.12
BMDS_BaBr2-BaBr2_365,23.4866732316,2.5881299656,0.6666666667,0.4714045208,2,3.3333333333,6.6666666667,0.6526110597,1.1736944702,0.2580034835,4.9844619749,21.5165144898,1.683479,3.09228,3.2668278269,174.4561691208,19.9378478995,84.735853573,398.2784496408,14.7540074456,13.3832804026,1617.9563570461,5681.7882051657,9.2212546535,5.8318205106,1324.8699929231,1654.8413756602,2.3626349761,377.2739268787,15.5515213616,28.9098794543,73.3962025801,0.0060810436,468.5394256387,0.0001276521,104.6737014725,104.6737014725,9.9689239498,74.7669296232,286.2227599835,10.317836288,8.9919694027,1548.4231124965,3175.1022779986,4.1371034392,4.4361711576,3659.5919819569,9026.8606365077,1.3458047332,237.3600792438,1.9439401702,10.9658163447,625.4253662981,0.9110599598,792.5294540059,6.7365E-05,1251.0999556949,1.623
BMDS_Pt2O2-Pt2O2_643,45.1901972349,1.4453619992,0,0,1.5,2,4.5,0.6449069456,1.3550930544,0.318184594,4.0596689295,16.4809209507,11.807122,0.94586,2.0841993572,316.6541764978,24.3580135768,40.5966892946,791.952095421,9.2560451592,6.9826305587,833.4500312179,3531.9119686293,8.6470948197,5.2775696083,8287.4081525976,16636.523272923,0.5399359676,104.9830385158,85.6184177223,81.1933785892,2072.2580050424,2.9067229535,718.5614005142,3.75519375974957E-05,194.864108614,284.1768250621,16.2386757178,24.3580135768,726.999828351,4.7092159582,7.6727742767,261.0367121642,1802.0870377869,2.476398047,2.6793814934,8064.9382952633,16270.3411354858,3.1868401096,14.2819152938,79.8171508221,80.2921320868,2058.4108802909,2.905637398,523.6972919002,0.0454145014,173.3478632879,2.484
BMDS_CuI2-CuI2_681,33.1058114177,2.0915913369,0,0,1.6666666667,3.3333333333,10,0.6681593372,1.1659203428,0.3334747171,3.919916255,15.3654925459,1592.171817,3.31641,2.56730913,207.7555615156,19.5995812751,66.6385763352,500.1813141395,10.4269772383,9.2470824456,1157.1592784796,3952.8435515541,7.7614341849,5.3310861068,1516.4196032514,1792.9696950425,0.8388620786,213.3610417603,19.3643862998,30.4185501389,81.9262497298,0.017600424,450.7903693264,0.0001006987,128.9652447899,94.0779901203,3.919916255,23.5194975301,251.0863157985,2.9791363538,1.9952373738,693.0411938861,1030.5459834427,0.0783983251,0.5487882757,3805.9250903163,10750.7623209959,0.6703056796,117.5582884878,15.6012666949,20.9323528018,1096.0085849014,15.7012637586,117.5974876504,7.27732452742978E-05,53.3108610682,0.05
BMDS_ZrTe2-ZrTe2_471,41.7290402015,2.7990971482,0.6666666667,0.4714045208,2,2.6666666667,7.3333333333,0.7073808794,1.1463095603,0.2963085341,3.9614936192,13.5910894592,14.971454,3.62169,2.9172427234,205.9976682,19.8074680962,63.3838979077,502.7313670017,8.3191366004,8.5489032303,753.4760863777,3443.7264031975,8.1606768556,5.4272462583,2862.8129788735,4995.4434538503,0.8002217111,101.9292308228,24.719720184,69.3261383365,200.5704219417,0.0930951001,487.2637151654,8.10085830196547E-05,150.5367575308,47.5379234308,0,47.5379234308,141.348073081,3.0503500868,3.3197316529,590.6586986273,907.9743375277,0.6734539153,1.0696032772,5567.2454428501,13552.2696713893,0.3010735151,1.4657526391,1.0735647708,13.8652276673,2138.6915602142,0.8061639515,328.8039703962,2.55040959206092E-05,293.1505278231,0.059
BMDS_ClSbSe-ClSbSe_222,29.7571692716,1.7701786126,0.6791288297,0.4533862744,2,4,6.6666666667,0.7179857361,1.1437195548,0.2970351147,3.9220425458,13.3217865959,3.994063,3.52774,2.8714866609,100.0120849191,13.7271489105,64.7137020065,224.3663268989,11.1974314684,10.3992958103,1066.7955724701,4298.9508345018,7.1577276462,4.275026375,1305.2557592576,2347.5581760289,1.5688170183,116.3120937396,15.7528838854,16.8647829471,71.6164968871,0.0401793649,356.905871672,0.021664157,85.3044253722,100.0120849191,5.8830638188,5.8830638188,253.1815734833,3.1572442494,2.6179633994,662.0407817388,1027.9673512662,0.9216799983,1.2158331892,2239.4078528272,4947.4409592447,0.7569542113,17.3589603079,10.5130350441,60.399455206,194.964734954,0.9128769738,164.7257869255,0.0215998943,83.3434040992,0.085
BMDS_IAsSe-IAsSe_183,37.1105921488,1.9289523592,0.7239863663,0.3903422242,2,4,10,0.7291841174,1.1431403427,0.3023283322,3.8259738283,12.6769365404,6.369508,3.66428,2.8801473612,166.4298615289,17.2168822271,63.1285681661,395.1465769817,9.9666618226,9.1689462794,937.7461853041,3729.1766903953,7.4223892268,4.8589867619,1685.054523307,2707.6416782525,1.0234479991,152.6429648388,18.6688392949,25.1749077899,90.331242085,0.0476142443,417.0311472793,8.0487E-05,118.2225912929,40.1727251966,1.9129869141,5.7389607424,108.498496211,1.626038877,0.7097181451,639.3202267006,128.935318012,0.3443376445,0.3443376445,2485.2569494855,957.641249211,0.2352973904,58.3709697107,3.2425128194,80.8045672526,33.6303099503,1.8730246175,22.9558429695,3.04356218037288E-05,7.6519476565,0.166
BMDS_BiNbAs-AsNbBi_94,56.5535253298,3.2807434324,0.7209477662,0.2764441915,1.6666666667,2,8,0.7513066689,1.1306691363,0.3254751391,3.4764151234,10.4663728133,16.240663,3.88995,2.5566007486,114.7216990717,13.9056604935,52.1462268508,260.4585833082,7.578584969,7.6863538378,271.160379624,3292.1651218456,6.4313679783,4.1716981481,3789.2924844897,3083.5802144425,1.1437405756,85.6588686402,19.9094294116,96.2966989178,112.6358499977,1.7451603919,396.3113240659,4.54784626441226E-05,104.2924537016,27.8113209871,3.4764151234,34.7641512339,62.5226307111,2.0163207716,2.7846085138,28.1589624994,1025.1948198862,1.1472169907,1.2515094444,5770.8491048191,14357.59445958,0.2224905679,0.1390566049,9.8834481958,3.128773611,2286.4382266503,0.1216745293,292.0188703643,7.79064629150578E-06,236.3962283902,2.364
BMDS_SSbBr-BrSbS_176,26.5728377665,1.5972800053,0.6818022982,0.4499995054,2,4,6.6666666667,0.6697181149,1.1740190069,0.3078288458,3.9886763683,13.7782481096,3.857293,3.31289,3.0057309456,139.6036728915,15.9547054733,67.8074982616,318.7111965349,11.8064820503,10.709596049,1294.7243491593,4546.6921922571,7.3790512814,4.6667513509,1060.1901787016,1324.2405542849,1.8906325986,301.9029143187,12.4446702692,23.1343229363,58.7332595236,0.0048661852,374.9355786228,0.00010215,83.7622037349,63.8188218932,3.9886763683,7.9773527367,166.9500380727,3.6296954952,2.7960621342,883.0929479478,1220.1361010715,0.8376220373,0.9173955647,2544.6957494659,6094.6974908052,1.0649765903,201.2686095458,14.2674953695,55.4426015198,212.3770732316,0.9643821723,155.5583783648,2.96318767403087E-05,87.7508801032,0.027
BMDS_BiWAs-AsWBi_96,77.1086385037,3.3589203337,0.6414865314,0.3778689718,2,2,8,0.76480511,1.1211940792,0.3215117427,3.3051584445,9.4605815006,269.210717,3.93035,2.5685328742,109.0702286682,13.220633778,49.5773766674,247.6277589147,7.205245409,7.3077053208,257.8023586702,3129.985046932,6.1145431223,3.9661901334,3602.6227044941,2931.6755402626,1.0873971282,81.4391040722,18.9286424116,91.5528889124,107.0871336015,1.6591895391,376.7880626719,4.32380827708182E-05,99.1547533347,135.5114962241,6.610316889,29.7464260004,359.9925695203,0.59492852,2.4491224074,1.9830950667,585.0130446747,1.0907022867,0.9915475333,8609.9377478965,16330.7878742251,0.6511162136,1.2229086245,44.6956576448,24.1276566448,1289.6067218711,4.0917861543,261.1075171147,1.16738196259387E-05,125.5960208906,0.798
BMDS_Sc2S2-Sc2S2_654,12.3540960114,2.0619173195,0,0,2,2,0.5,0.6610776753,1.3389223247,0.2870651362,4.5853917218,21.0259965287,5.530367,2.07759,2.517052466,73.3662675485,13.7561751653,73.3662675485,147.0305855589,11.8303106422,11.8715791677,917.0783443562,4583.5575650923,8.2537050992,4.7688073907,1780.7827290709,3291.7151553149,3.246457339,104.0883920844,8.9873677747,7.9327276787,45.8539172178,0.0123347037,403.5144715167,7.5017E-05,88.9565994026,22.9269586089,4.5853917218,59.6100923832,59.1098261463,5.5941779006,6.4149630188,834.082754192,1680.5460660327,1.6048871026,2.521965447,6537.1178542399,10936.7553573715,0.641954841,12.9308046554,4.7000265148,65.4335398698,1351.773479581,0.7121571883,440.197605291,5.95642384659351E-06,355.8263976102,3.814
BMDS_HgTe2-HgTe2_695,60.1886051141,2.9523629536,0,0,2,2.6666666667,10,0.7846724949,1.1076637557,0.306626823,3.5106799861,12.3249462153,3.46443,4.5469,2.8722437787,182.5553592773,17.5533999305,56.1708797776,445.5210882963,7.3724279708,7.57604741,667.7313333566,3051.8341119185,7.2320007714,4.809631581,2537.0279987565,4426.9674624746,0.7091573572,90.3297960424,21.9066431133,61.4368997568,177.7457276963,0.0825009797,431.8136382905,7.17898950357998E-05,133.4058394719,98.2990396109,3.5106799861,14.0427199444,258.6862101159,0.3510679986,1.3972506345,667.7313333566,483.7717020849,0.5968155976,0.1755339993,1714.4054644131,2215.6603528287,0.2176621591,7.9095620087,25.6068998186,53.3974425886,30.4375954795,0.2102897312,168.5126393329,1.98318312414902E-05,14.3586811432,1.547
BMDS_SeWS-SWSe_297,53.9299723254,2.298184136,0.6815685716,0.4324498781,2,2.6666666667,4.6666666667,0.7257468336,1.1389968888,0.3224703612,3.2470065327,9.1305685841,5.659311,3.2476,2.4229049932,51.9521045234,9.7410195981,51.9521045234,104.1152644715,8.3772768544,8.4064999132,649.4013065428,3245.7077301009,5.8446117589,3.376886794,1261.0074570448,2330.9285796394,2.2988806252,73.7070482926,6.3641328041,5.6173213016,32.4700653271,0.0087344476,285.7365748788,5.3121E-05,62.9919267347,188.3263788974,9.7410195981,32.4700653271,492.8144165027,0.7143414372,3.6334003101,394.1865930715,745.5126999111,1.2338624824,1.493623005,10736.6816813334,16592.6254930178,1.8702757628,5.0978002564,56.1407429506,108.0279073434,1339.6499552672,5.6410569193,340.935685935,2.21121144877823E-05,157.8045174899,0.06
BMDS_ClSbSe-ClSbSe_27,26.2741178135,1.5629807054,0.6914220312,0.4363951485,2,4,6.6666666667,0.6624093306,1.1709310745,0.2908594608,4.0319499178,14.0785412561,3.791585,3.24973,2.8393244054,102.8147229031,14.1118247122,66.5271736432,230.6537429707,11.5112170152,10.690715207,1096.6903776326,4419.4203048644,7.3583085999,4.3948254104,1341.8329326329,2413.343783029,1.6127799671,119.5715067613,16.1943268447,17.3373846464,73.6234054984,0.0413053109,366.9074425168,0.0222712515,87.6949107114,102.8147229031,6.0479248767,6.0479248767,260.2764790166,3.2457196838,2.6913265701,680.5931461191,1056.7740734467,0.9475082307,1.2499044745,2302.1627640466,5086.0830640176,0.7781663341,17.845410336,10.8076417546,62.0920287336,200.4282304122,0.9384585191,169.3418965462,0.022205188,85.6789357525,0.037
BMDS_HfSb2-HfSb2_501,77.5093086318,4.5502145138,0.5105341869,0.3610021856,2,2,7.3333333333,0.8343628358,1.0828185822,0.2672149321,3.2541998871,9.1710672208,13.322115,4.90328,3.0887657257,165.9641942424,16.2709994355,48.8129983066,396.2313782539,6.6711097686,6.456332576,335.8334283492,2714.0027058456,6.7036517674,4.5558798419,2941.0807739678,6052.8117900153,0.6736193766,82.1034631517,21.7933766439,64.107737776,221.1879663265,0.7907705726,432.808584985,5.9164608147456E-05,139.9305951455,68.3381976292,3.2541998871,35.7961987582,184.6107595955,2.4406499153,2.681460707,335.8334283492,571.1120801869,0.5532139808,0.7810079729,5213.9441431174,9814.6668595087,0.2050145929,1.6270999436,21.5200238534,18.8743593452,1930.065953042,0.0423045985,244.0649915329,1.5558329660249E-05,195.2519932263,0.168
BMDS_BrBiS-SBiBr_262,38.8977131619,2.0229257545,0.6944619143,0.4320961046,2,4,6.6666666667,0.7189987408,1.1481216968,0.2963192451,3.9970494566,13.8359698712,3.463721,3.60298,2.7609168343,63.9527913056,11.9911483698,63.9527913056,128.165390826,10.312387598,10.3483610431,799.4098913206,3995.4506368204,7.1946890219,4.1569314349,1552.2941269664,2869.3618934116,2.8299110153,90.7330226649,7.8342169349,6.9148955599,39.970494566,0.010752063,351.7403521811,6.53917291100251E-05,77.5427594581,267.8023135924,11.9911483698,3.9970494566,707.1396034347,2.2383476957,2.3142916354,434.8789808784,1185.5248688285,1.0792033533,1.83864275,623.6995972083,4473.2179583681,2.3422709816,11.2716794676,31.2569267506,36.652943517,675.5013581659,0.3038157292,219.8377201132,2.00172236786678E-05,114.3156144588,0.23
BMDS_BrSbSe-SeSbBr_86,30.5510399245,1.6725716564,0.6667024456,0.4713539218,2,4,10,0.6750570878,1.1680807123,0.29755526,4.07576877,14.38646421,4.237027,3.41909,2.8091792965,138.5761381815,16.3030750802,65.2123003207,321.8227020826,10.3932103636,9.9204211863,794.7749101584,3835.2984126105,7.7439606631,4.8094071487,2013.4297724013,3904.5864817012,1.3083217752,103.3737233146,19.6411297028,22.0091513582,107.2742340275,0.0831456829,419.8041833144,6.67814712971546E-05,117.7897174542,69.2880690907,4.07576877,4.07576877,174.4429033578,2.037884385,1.8340959465,374.1555730899,436.1072583946,0.6521230032,0.8966691294,1670.1685265882,3676.3434305788,0.4646376398,0.5420772464,7.6542937501,58.2834934116,169.7557692723,0.9072661282,122.2730631013,7.32008071099723E-06,57.4683396576,0.058
BMDS_ISbS-SSbI_72,30.4522553546,1.8586970436,0.7330401888,0.3775381856,2,4,6.6666666667,0.6754145805,1.1755944525,0.3131442597,4.0840347927,14.444574718,4.6928,3.44933,2.6970816965,65.3445566836,12.2521043782,65.3445566836,130.9545756287,10.5368097652,10.5735660784,816.8069585446,4082.4011788059,7.3512626269,4.2473961844,1586.0757521019,2931.8060566521,2.8914966332,92.7075897948,8.0047081937,7.0653801914,40.8403479272,0.0109860536,359.3950617596,6.68148092089483E-05,79.2302749788,142.9412177453,8.1680695854,4.0840347927,366.3175007333,2.1645384401,2.4708410496,395.3345679356,676.3161616749,1.0618490461,1.4702525254,2104.9932128653,4664.4986578127,2.0461014312,10.3326080256,19.3460728131,73.3901052252,236.7514969342,0.981434401,183.7815656725,7.437E-06,96.3832211083,0.072
BMDS_In2S2-In2S2_579,33.4408408325,2.7129610805,0.7907913675,0.2092086325,2,2.5,5,0.7641072613,1.2358927387,0.2942135597,3.926912534,13.3548561877,3.352476,5.17458,2.5533963365,62.830600544,11.780737602,62.830600544,125.9164504027,10.1314343377,10.1667765505,785.3825068002,3925.3417689874,7.0684425612,4.0839890354,1525.0557517046,2819.0127007833,2.7802540741,89.1409145218,7.6967485666,6.7935586838,39.26912534,0.0105633947,345.5683029921,6.42442890562564E-05,76.1821031596,129.588113622,7.853825068,11.780737602,324.9637929262,3.1415300272,3.6638093942,671.8947345676,1732.9465012547,0.5104986294,1.4922267629,162.5349097823,6389.5971914491,1.8652834537,15.8647266374,21.0089820569,6.008176177,849.5875267311,3.193797233,267.0300523121,2.56427388470265E-06,179.0672115504,0.122
BMDS_SbZrBi-SbZrBi_206,73.4696386074,4.7735471091,0.5197797673,0.3430007084,2,2,7.3333333333,0.8354263497,1.0829444189,0.2644823734,3.3329459266,9.6200158757,16.137087,5.00113,3.1554342971,223.3073770821,18.3312025963,49.994188899,551.1699344709,6.7825449606,6.6558930154,323.9623440654,2561.3689445913,6.8825333384,4.8327715936,2413.3528159911,6160.9505453183,0.5482696049,84.5735028874,27.4584750163,50.994072677,411.5688277461,0.5361043523,459.9465378707,6.59073392255319E-05,151.6490396603,89.9895400182,1.6664729633,36.6624051926,247.1252752628,2.3497268783,2.2564043923,186.9782664822,427.9502569753,0.5499360779,0.6332597261,4679.1561158116,9443.9022830183,0.3782893627,0.4832771594,5.7576640882,18.9977917816,1556.5357419106,0.2738015079,226.6403230087,1.92094338479533E-05,221.6409041188,0.144
BMDS_TeSbCl-ClSbTe_130,29.2788813362,1.7614560931,0.8103864229,0.2681540923,2,4,6.6666666667,0.6630663132,1.1712308197,0.2864548343,4.1985653246,15.2663931401,4.425216,3.32636,2.8948469,71.3756105184,12.5956959738,71.3756105184,148.8517364534,13.2674664258,12.0456839163,1465.2992982892,5253.2449341533,7.3474893181,4.1985653246,720.4738097032,1003.9189547677,2.0111127905,142.5370942052,13.4941889533,13.4354090388,42.825366311,0.0003736723,331.6866606443,0.0463143741,61.2990537393,142.7512210368,8.3971306492,8.3971306492,362.3655774712,4.6604075103,3.7157303123,1032.0073567894,1751.6414534277,1.3015552506,1.6794261298,3074.1055593737,6805.4125490087,1.1420097683,36.6072910653,14.6236030256,69.2763278561,242.5511188028,1.0198777016,226.722527529,0.04623804,119.239255219,0.037
BMDS_Zr2Te2-Zr2Te2_618,51.5572564045,3.8441114985,0.7082769265,0.2917230735,2,2,6,0.8100444944,1.1899554996,0.2783861903,3.7549844869,12.210725478,15.346124,6.33559,2.8331028671,195.2591933166,18.7749224343,60.0797517897,476.5244288125,7.8854674224,8.1032565226,714.1980494004,3264.2080144257,7.7352680429,5.144328747,2713.5770892728,4735.0354379279,0.7585068663,96.6157508469,23.431103198,65.71222852,190.1148645696,0.0882421354,461.8630918835,7.67856777717592E-05,142.6894105006,45.0598138423,0,45.0598138423,133.9797239833,2.8913380549,3.146677,559.8681869905,860.6424443879,0.6383473628,1.0138458115,5277.029898761,12845.8019295412,0.285378821,1.3893442601,1.0176007959,13.142445704,2027.20347492,0.7641393431,311.6637124092,2.41745901263918E-05,277.8688520275,0.23
BMDS_BiMoAs-AsMoBi_61,62.1521949434,3.5767338517,0.6070068216,0.4051924242,1.6666666667,2,8.3333333333,0.7614269695,1.1231458209,0.3223293512,3.3219535672,9.5570351847,199.436636,3.89399,2.5578993047,109.6244677178,13.2878142688,49.8293035081,248.8860763807,7.2418587765,7.3448393371,259.112378242,3145.8900281431,6.1456140993,3.9863442806,3620.9293882535,2946.5728141108,1.0929227236,81.8529358959,19.0248280794,92.0181138116,107.6312955774,1.6676206907,378.7027066614,4.34577965661758E-05,99.6586070162,29.8975821048,3.3219535672,29.8975821048,69.8221488569,0.0664390713,2.4615675933,20.26391676,872.6772021048,1.0630251415,0.8637079275,5999.4481423722,13370.8631080001,0.2591123782,1.926733069,15.1248545915,27.5722146078,1853.6500905004,2.916675232,252.4684711076,1.2454E-05,189.3513533307,1.913
BMDS_TeSbBr-BrSbTe_177,33.2007109101,1.8602354265,0.7800079954,0.3111156765,2,4,10,0.6754217561,1.1633019344,0.281432066,4.2371635886,15.5480261597,4.865566,3.51378,3.029838218,148.3007256001,16.9486543543,72.0317810057,338.5663193813,12.5420042222,11.3767842353,1375.3833008508,4829.9427746144,7.8387526389,4.9574813986,1126.2380818427,1406.7383114062,2.008415541,320.7109120191,13.2199503963,24.5755488137,62.3922338417,0.0051693396,398.2933773259,0.0001085138,88.98043536,67.7946174172,4.2371635886,8.4743271771,177.3507191633,3.8558188656,2.9702516756,938.1080185101,1296.1483417445,0.8898043536,0.9745476254,2703.2256262378,6474.3859633396,1.1313226781,213.8072746794,15.1563341563,58.8965738812,225.6077752736,1.0244614124,165.2493799543,3.14778882995088E-05,93.2175989486,0.031
BMDS_CaI2-CaI2_380,27.0228467361,2.625649491,0.6666666667,0.4714045208,2,3.3333333333,6.6666666667,0.6725210673,1.1637394664,0.2625369296,4.5501778043,17.9303630176,2.040888,3.52919,3.1646740556,241.1594236297,22.7508890217,77.3530226737,580.602687833,12.1034729595,10.7338694404,1343.2124878394,4588.3992978904,9.0093520526,6.1882418139,1760.2362836066,2081.2513277024,0.9737380501,247.6661778899,22.4778783534,35.3093797616,95.0987161106,0.0204302983,523.2704474984,0.0001168895,149.7008497626,150.155867543,4.5501778043,68.252667065,398.2406617909,7.5532951552,6.0289855907,1332.4285664431,1904.7044288942,1.5015586754,1.7290675656,3313.2119682258,5913.4110745125,1.9702269893,129.6846176013,15.4251027567,3.5491386874,608.6772848858,9.1254270884,359.4640465424,7.64429871128108E-07,581.9677411743,0.084
BMDS_BrSbTe-BrSbTe_191,37.6900111234,2.1117708626,0.7666886632,0.3299252189,2,4,10,0.7315982295,1.1363081054,0.2866338874,4.1166716978,14.6763207451,5.186642,3.82003,3.0497925511,179.0752188564,18.5250226403,67.9250830145,425.6813494122,10.4151793956,9.9685205163,1059.6312950261,4135.6083876581,8.0480931693,5.2281730563,2034.5826532274,3278.9290073359,1.3914350339,208.7564217979,19.2660235459,47.9592252799,134.5225394064,0.0508820622,446.6588792165,9.48048908655905E-05,121.4418150865,34.9917094317,2.0583358489,6.1750075468,96.7428140674,1.976002415,1.8010438678,634.7907758082,702.3041916529,0.4322505283,0.5351673207,1685.9828938537,4378.0803506614,0.5598673509,104.8927948612,8.3033268146,33.1392071677,145.2876358963,0.9494691604,100.8584565973,1.9959682727016E-05,55.5750679209,0.04
BMDS_Hf2Se2-Hf2Se2_627,44.5785799635,2.2908551901,0,0,2,2,6,0.6915942718,1.3084057282,0.2570929699,4.3714502077,19.1094461507,8.469765,3.04852,2.6647258485,148.6293070618,17.4858008308,69.9432033232,345.1697084,11.1471980296,10.6401098055,852.4327905015,4113.5346454457,8.3057553946,5.1583112451,2159.4964026038,4187.8492989766,1.4032355167,110.8730916179,21.0660185509,23.6058311216,115.0565694667,0.0891775842,450.2593713931,7.16262116531645E-05,126.3349110025,166.1151078926,8.7429004154,52.4574024924,435.0904391724,5.4643127596,5.5692275646,852.4327905015,1234.9346836753,1.4425785685,2.0108670955,8795.3578178924,17127.3419137686,0.7737466868,1.6043222262,37.1179837136,87.8661491748,2774.7780193376,0.9162559635,459.0022718085,1.30487788699845E-05,323.9244603906,3.76
BMDS_WS2-WS2_716,32.5550245788,1.4771675899,0,0,2,2.6666666667,1.3333333333,0.6509616373,1.1745191814,0.3466974666,3.5162895272,12.3642739641,13.549805,2.88095,2.2728935188,56.2606324357,10.5488685817,56.2606324357,112.7498236907,9.0720269803,9.103673586,703.2579054466,3514.8830114221,6.329321149,3.6569411083,1365.5862007962,2524.2387629148,2.4895329853,79.8197722682,6.8919274734,6.0831808821,35.1628952723,0.0094588188,309.4334783965,5.75264966655319E-05,68.2160168283,203.9447925795,10.5488685817,35.1628952723,533.6848429958,0.773583696,3.934727981,426.8775486061,807.3400754527,1.3361900203,1.6174931825,11627.1036023297,17968.6966017992,2.0253827677,5.5205745578,60.7966459259,116.986952571,1450.7507331458,6.1088849586,369.2104003595,2.39459316804567E-05,170.8916710235,0.435
BMDS_SnTe2-SnTe2_709,33.150790483,1.9092048292,0,0,2,3.3333333333,10,0.6767183302,1.1616408349,0.3194168436,4.2762238261,18.2863455593,3.995034,3.60686,2.7971191386,222.3636389558,21.3811191304,68.4195812172,542.6720465359,8.9800700348,9.2280910167,813.3377717191,3717.3213720053,8.8090210817,5.8584266417,3090.2559101499,5392.3182446781,0.8637972129,110.0272390449,26.6836366747,74.8339169563,216.5052123141,0.1004912599,525.975530607,8.74445010193668E-05,162.4965053908,8.5524476521,0,8.5524476521,35.0415161428,0.5986713357,1.4282587579,354.4989551815,687.1891688499,0.4703846209,0.1282867148,930.420780077,6901.8252552818,0.1069055957,5.3880420209,4.5755594939,44.9003501738,1025.1819000628,2.7474738083,94.0769241736,1.80029023077673E-05,64.1433573911,0.138
BMDS_SAsBr-BrAsS_157,24.4603414994,1.3343938036,0.6789441327,0.4540415617,2,4,6.6666666667,0.6678189025,1.1742807307,0.3184599545,3.7160596218,11.9589619999,4.463633,3.13695,2.8213597404,130.0620867617,14.8642384871,63.17301357,296.9280280174,10.9995364804,9.9776200844,1206.2329532243,4235.9363628477,6.8747103003,4.3477897575,987.7286474646,1233.7317944253,1.7614122607,281.2685527712,11.5941060199,21.5531458062,54.7189779305,0.0045335927,349.3096044457,9.51682869133504E-05,78.037252057,7.4321192435,0,7.4321192435,18.5148954595,2.898526505,1.7614122607,916.3803027268,716.8279010381,0,0.1114817887,3062.7763402571,2062.4130900785,0.5388286452,189.704843691,9.6877674339,81.3817057166,65.6813538147,1.8609283374,74.3211924353,4.65547949414469E-05,33.4445365959,0.194
BMDS_Rb2Cl2-Rb2Cl2_645,9.32513312,2.7191595601,0,0,1.5,2.5,0,0.8515523223,1.1484476777,0.4721079167,6.4044599667,41.0169108105,1.25964,0.83947,3.2296213437,108.8758194338,19.2133799001,108.8758194338,227.0573191993,20.2380934948,18.3743956445,2235.1565283769,8013.26031033,11.2078049417,6.4044599667,1099.005330285,1531.3704226367,3.067736324,217.4250114094,20.583934333,20.4942718934,65.3254916603,0.0005699969,505.952337369,0.0706475979,93.5051155138,128.0891993339,12.8089199334,102.4713594671,320.3177843423,14.9864363221,13.852846908,1934.7873559389,5432.2629437516,8.1977087574,7.3651289617,902.1322309088,4623.3156053582,0.7429173561,18.5024848438,10.772301664,6.4685045664,377.8631380351,3.7268257037,1191.2295538055,0.0702903059,1954.6411818356,0.12
BMDS_SeHfTe-TeHfSe_148,46.4569305656,2.4313737692,0.7269621476,0.386133834,2,2.6666666667,7.3333333333,0.67857652,1.1664909062,0.307528303,3.8700865177,12.9711318773,7.740992,3.33301,2.9059815267,201.24449892,19.3504325885,61.9213842831,491.1313944846,8.1271816872,8.3516467052,736.0904556652,3364.2662098305,7.9723782264,5.3020185292,2796.756722876,4880.1790988109,0.7817574766,99.5773261002,24.1493398704,67.7265140596,195.9424803908,0.0909470332,476.0206416762,7.91393992003042E-05,147.0632876723,77.4017303539,3.8700865177,46.4410382123,199.6403480585,3.0960692142,3.8623463447,736.0904556652,815.8142379297,0.657914708,1.0449233598,6901.6800904626,13990.3627614602,0.224465018,0,27.3615116801,30.9606921415,2362.4556138605,0.7991728659,328.9573540039,2.7280239863218E-05,251.55562365,0.225
